label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16
4.0,-0.13391426,0.2319337,-0.4369313,0.03558832,-0.29405653,-0.28641313,-0.3623171,0.7501547,0.30035827,-0.5951508,-0.90230286,-0.5452339,0.37138236,-0.6264455,-0.27691478,0.18051156,0.86746365,0.79909575,0.6936056,0.85617006,0.751736,0.78480893,0.7249655,0.51842946,0.7766227,0.58455026,0.45869893,0.5918563,0.7448528,0.5559867,0.82030666,0.8116987
1.0,-0.1355994,0.21885087,-0.42525107,0.03602257,-0.29352695,-0.28125188,-0.3497565,0.7270763,0.29526314,-0.58140886,-0.8812826,-0.52799827,0.34946245,-0.60437346,-0.26521313,0.16759956,0.870202,0.7984833,0.70074034,0.8668059,0.7543018,0.78844726,0.72925305,0.5272229,0.78371614,0.5964603,0.47116205,0.5991689,0.75465983,0.57204455,0.8351618,0.81895566
2.0,-0.1338821,0.2297714,-0.43408835,0.03554747,-0.29249895,-0.28456628,-0.35902736,0.7447485,0.2985963,-0.5913373,-0.8965795,-0.54139906,0.36819276,-0.6220817,-0.2740082,0.1779966,0.8682858,0.7995499,0.6952161,0.85795206,0.7524903,0.7862102,0.7260931,0.52064747,0.77803636,0.58708775,0.4617281,0.5939894,0.74712837,0.5591682,0.8227312,0.8130214
2.0,-0.13397498,0.22832316,-0.43280947,0.035655834,-0.29248178,-0.28395438,-0.3576792,0.7422413,0.29804227,-0.5898644,-0.89444673,-0.53949213,0.365836,-0.61982524,-0.27266723,0.1765538,0.86856663,0.7994723,0.6959713,0.8591178,0.7527626,0.78661585,0.72647125,0.5216156,0.7787927,0.5883262,0.46306705,0.5947946,0.74822354,0.56085014,0.82421494,0.8137318
4.0,-0.13383034,0.22936635,-0.4340319,0.035696298,-0.29309285,-0.2846393,-0.35906267,0.744524,0.2987088,-0.5914824,-0.8969541,-0.5411593,0.36734143,-0.6219578,-0.27378267,0.1775986,0.86821806,0.7993297,0.6952964,0.8582656,0.7524811,0.7860971,0.72590107,0.52069384,0.7781511,0.5871658,0.4617822,0.5939372,0.7472224,0.5594109,0.82296175,0.81307024
3.0,-0.13566677,0.21861938,-0.42500022,0.035982866,-0.29343867,-0.28115124,-0.34946498,0.72656816,0.29513067,-0.581074,-0.88070023,-0.5276501,0.3490342,-0.6038342,-0.264992,0.16736037,0.870285,0.7984927,0.7009112,0.8670065,0.7543704,0.78854233,0.72940534,0.5274136,0.7838728,0.59674084,0.47144824,0.5993365,0.7548446,0.5724152,0.835522,0.8191482
2.0,-0.13401386,0.22947767,-0.43456587,0.035720393,-0.2937702,-0.28520763,-0.35977632,0.7455046,0.29923669,-0.59233797,-0.89815545,-0.54179204,0.36732092,-0.6223962,-0.27441478,0.17792673,0.86803514,0.7990464,0.695026,0.8581865,0.75228006,0.7856628,0.7257148,0.5202317,0.77798617,0.58680063,0.46119013,0.59340835,0.7468132,0.5590216,0.8229082,0.8129882
2.0,-0.13364267,0.2289093,-0.43234485,0.035451725,-0.29090846,-0.28313184,-0.35686287,0.7415003,0.297234,-0.58876455,-0.89278525,-0.53920543,0.36721325,-0.61989355,-0.27216578,0.17673475,0.8688623,0.8001228,0.6961572,0.8586509,0.75302863,0.78731275,0.72681564,0.5220641,0.7787678,0.5884953,0.46362397,0.59548664,0.74847776,0.56081986,0.82366806,0.81361616
3.0,-0.1355558,0.22057332,-0.42738616,0.036070302,-0.29455143,-0.2826125,-0.35228252,0.7311853,0.29660597,-0.58425915,-0.8856047,-0.5309077,0.35206157,-0.6077597,-0.267393,0.16953681,0.8696175,0.7981635,0.69951904,0.865438,0.75372934,0.7874477,0.728394,0.5255312,0.7826206,0.5944679,0.46881646,0.5975629,0.75292426,0.56950194,0.83314824,0.8179211
1.0,-0.13565531,0.22058967,-0.4277441,0.036134347,-0.29509455,-0.28298527,-0.3527725,0.73182017,0.29696798,-0.5848577,-0.8865151,-0.5312914,0.35194457,-0.6080792,-0.26775777,0.16969076,0.8694778,0.7979596,0.69934726,0.86542314,0.7536034,0.7871539,0.72821456,0.525226,0.7825132,0.5942204,0.4684165,0.59720117,0.7526687,0.5692453,0.8330871,0.8178571
3.0,-0.13521376,0.22439927,-0.43168798,0.036166135,-0.29615533,-0.2850455,-0.35723522,0.7395291,0.29904026,-0.5898298,-0.8942178,-0.53688014,0.35814813,-0.61515003,-0.2716803,0.17364697,0.8684472,0.79777455,0.696973,0.862332,0.75264114,0.78562874,0.7265937,0.52219975,0.78026396,0.59029716,0.46414074,0.59451175,0.74943537,0.5641076,0.8285512,0.8155626
2.0,-0.13392353,0.2295361,-0.43387938,0.03554891,-0.2924897,-0.2844873,-0.35880822,0.74433553,0.29851362,-0.59109294,-0.8961907,-0.5410921,0.36778766,-0.6216636,-0.27381033,0.17776747,0.86833733,0.7995326,0.69534534,0.8581494,0.7525339,0.78627056,0.7261795,0.5208014,0.77816546,0.58730537,0.46194884,0.59411526,0.74729973,0.55946195,0.82301545,0.8131627
2.0,-0.13396068,0.22756773,-0.4318487,0.035645727,-0.29201496,-0.28334028,-0.3565651,0.7403855,0.29744074,-0.5885874,-0.89253014,-0.5381792,0.36467263,-0.6183402,-0.27165884,0.17566463,0.86883616,0.7996106,0.6965272,0.85973704,0.75302726,0.7870821,0.7268368,0.5223729,0.77927476,0.58919907,0.46410722,0.59551626,0.74899155,0.56196475,0.8250656,0.81418705
3.0,-0.13478139,0.22296467,-0.4285828,0.03594001,-0.29322094,-0.2824421,-0.35331798,0.733763,0.29653943,-0.58522594,-0.8873366,-0.53302854,0.3565693,-0.6113374,-0.26841933,0.17144918,0.8694492,0.7988479,0.69862133,0.8634765,0.7536023,0.78761584,0.7279003,0.52474564,0.7815363,0.59280294,0.46755153,0.5972186,0.75183594,0.56705993,0.8302359,0.8165807
2.0,-0.13400999,0.2306967,-0.43636703,0.035837673,-0.29497057,-0.28640002,-0.36190534,0.7489227,0.3004088,-0.59483373,-0.9020117,-0.5441521,0.36911348,-0.6251796,-0.27620178,0.17941509,0.86746764,0.79869086,0.6939943,0.857158,0.75179076,0.78472465,0.72490084,0.5188278,0.77710277,0.5851859,0.45925248,0.5920197,0.745415,0.5570284,0.8213885,0.81212974
3.0,-0.13498554,0.22347707,-0.4298741,0.036059253,-0.29456073,-0.28356132,-0.35496962,0.73615074,0.29762247,-0.58718646,-0.89027727,-0.53459895,0.35706374,-0.6128712,-0.26976842,0.17230459,0.8690132,0.798355,0.6979405,0.8630656,0.7531904,0.78675157,0.7273331,0.5236795,0.78102666,0.5917791,0.46612418,0.59606296,0.7508538,0.56587267,0.829607,0.8161798
3.0,-0.13542014,0.2244772,-0.4323918,0.036258537,-0.29714966,-0.2857858,-0.35819086,0.7407915,0.29974306,-0.5909786,-0.8959245,-0.53766364,0.35800084,-0.6157553,-0.27244258,0.17400745,0.8681925,0.7973863,0.6966307,0.8622733,0.75239223,0.7850555,0.7262855,0.5215986,0.78005147,0.5898119,0.4633607,0.5938089,0.7489142,0.5635989,0.82843876,0.8154444
2.0,-0.13404784,0.22591193,-0.43015778,0.035685644,-0.29165483,-0.28244013,-0.3546918,0.737073,0.29657218,-0.5865073,-0.8894027,-0.5357638,0.36196563,-0.6154552,-0.26990783,0.17390735,0.8692636,0.7996471,0.69753647,0.8610854,0.7534314,0.7877286,0.7274354,0.5236753,0.78023165,0.5908189,0.4659222,0.596669,0.7503788,0.56412613,0.8269047,0.81510264
1.0,-0.13528657,0.21317284,-0.41716033,0.03575087,-0.28848505,-0.27553412,-0.33992374,0.71174747,0.28964588,-0.5701933,-0.8644977,-0.51729995,0.34161654,-0.59260124,-0.25694,0.16091639,0.8725095,0.8002274,0.70516384,0.8711999,0.7565772,0.7926142,0.7325204,0.5337639,0.78756887,0.60367584,0.48014584,0.6056335,0.76118076,0.58108705,0.841704,0.8223357
3.0,-0.13499454,0.22150595,-0.4273051,0.035992544,-0.29317904,-0.28187954,-0.35193253,0.73125094,0.29598343,-0.5837246,-0.8850386,-0.5311387,0.35416174,-0.6088961,-0.26715755,0.17004597,0.8697373,0.79878515,0.6993911,0.86464405,0.7538779,0.78799874,0.7283765,0.5257085,0.782315,0.59412307,0.4689208,0.5980153,0.75292677,0.5688316,0.8318961,0.81737924
4.0,-0.13425699,0.23123512,-0.43767765,0.035898212,-0.29632354,-0.28758115,-0.3635671,0.75131935,0.3015003,-0.59680367,-0.90487945,-0.5457627,0.36957544,-0.62664306,-0.27761644,0.18030852,0.8670429,0.79817617,0.69331795,0.85673314,0.7513756,0.7838284,0.7243837,0.51775247,0.7766,0.5841852,0.45784304,0.5908557,0.74438787,0.55590004,0.8208543,0.81176454
2.0,-0.13409528,0.23246573,-0.439061,0.035967276,-0.29682928,-0.28827405,-0.36510026,0.7540094,0.30220595,-0.5985719,-0.9076962,-0.5476763,0.37163424,-0.6291508,-0.27894402,0.18164104,0.86663425,0.79810864,0.6924713,0.855676,0.7510475,0.7832679,0.7237541,0.5167177,0.7758181,0.5828347,0.4563748,0.5899161,0.74330646,0.55414915,0.819296,0.81093216
3.0,-0.13479456,0.2243971,-0.4304975,0.035994407,-0.29429513,-0.28371358,-0.35558543,0.73741764,0.29777953,-0.58782196,-0.8912599,-0.53560024,0.35867298,-0.61426604,-0.2703783,0.17312269,0.8689022,0.7985089,0.6975384,0.8623236,0.75308126,0.78666437,0.72712404,0.52323043,0.78058803,0.59106886,0.4654673,0.5957511,0.75029886,0.5648777,0.828576,0.8156987
2.0,-0.13399702,0.2290976,-0.43406662,0.03571728,-0.29350722,-0.2848767,-0.3591955,0.7445498,0.29892185,-0.5916711,-0.897162,-0.54111654,0.36675283,-0.62164754,-0.27389115,0.1774754,0.8681767,0.7991263,0.69531095,0.8584975,0.7524151,0.7859111,0.7259024,0.52062476,0.7782345,0.5872434,0.46172583,0.59378636,0.74721295,0.5595824,0.823326,0.8132138
4.0,-0.13415596,0.2291713,-0.43483752,0.035855807,-0.29466236,-0.2856475,-0.36024117,0.7459212,0.29966766,-0.5929624,-0.89914215,-0.54195803,0.36657444,-0.62244076,-0.274657,0.17781392,0.8678633,0.7986953,0.69492096,0.85842705,0.7521487,0.7852895,0.7254832,0.5199841,0.7779798,0.58668184,0.46087536,0.5930297,0.74666107,0.5590116,0.8231409,0.81302315
4.0,-0.13420096,0.23087369,-0.43706527,0.03587588,-0.29584897,-0.2871124,-0.3628255,0.7501712,0.30105877,-0.5959362,-0.9035886,-0.54497266,0.36910287,-0.62581956,-0.27697188,0.17982042,0.8672311,0.79834026,0.69365406,0.85703,0.7515537,0.7841865,0.7246284,0.5182413,0.7768731,0.58469707,0.45849904,0.59135455,0.7448707,0.5565151,0.821255,0.8120003
2.0,-0.13413334,0.23084883,-0.43650207,0.035769086,-0.2948779,-0.28652918,-0.36205107,0.74923307,0.30050427,-0.594954,-0.90208024,-0.5443725,0.36941907,-0.6252188,-0.27647722,0.17966211,0.8674572,0.798708,0.69389886,0.85704225,0.75173825,0.7846527,0.7249772,0.5187008,0.77703047,0.58510554,0.45910126,0.5919106,0.7453001,0.55687183,0.82135594,0.81213015
3.0,-0.1354634,0.22091566,-0.42768624,0.036093205,-0.29456556,-0.282709,-0.35261226,0.73180145,0.29673156,-0.5846261,-0.8862278,-0.5313515,0.35269114,-0.60843307,-0.2676682,0.16986844,0.86953324,0.7981865,0.699313,0.8651494,0.7536572,0.78736174,0.72823703,0.52530795,0.7824202,0.5941228,0.46848083,0.5973825,0.7526884,0.5690347,0.8326788,0.8176804
2.0,-0.1340683,0.23285356,-0.4394034,0.035936967,-0.2968307,-0.28843176,-0.36545563,0.75468546,0.30235043,-0.5989647,-0.9082686,-0.5481886,0.37227976,-0.62976396,-0.2793064,0.182035,0.8665579,0.79813206,0.6922648,0.8553571,0.750972,0.78315777,0.7236524,0.5164608,0.7756164,0.58250177,0.45602003,0.58970416,0.743016,0.5536982,0.8188954,0.8107341
2.0,-0.13389808,0.22772965,-0.432044,0.03565473,-0.29217076,-0.28344965,-0.3567888,0.7407209,0.2975527,-0.5888685,-0.89297,-0.5384452,0.36483604,-0.6187186,-0.27179956,0.1757877,0.8687842,0.7995618,0.6964405,0.8596129,0.7529827,0.7869959,0.7267193,0.5222295,0.7791908,0.5890036,0.46390867,0.5953805,0.748816,0.5617547,0.82486516,0.8140756
1.0,-0.13548504,0.22067484,-0.42746145,0.03610509,-0.29454052,-0.28259262,-0.35236186,0.73135805,0.29661927,-0.58435416,-0.88582486,-0.53102136,0.35230148,-0.6080355,-0.2674328,0.16962416,0.8695836,0.79818827,0.69944686,0.8653392,0.7537106,0.78744084,0.7283126,0.5254818,0.78255004,0.594347,0.46872473,0.5975325,0.7528811,0.5693334,0.8329399,0.8178071
1.0,-0.13535953,0.21982977,-0.42600253,0.03602307,-0.29339194,-0.2814678,-0.35055673,0.7286206,0.29552794,-0.58226275,-0.88268715,-0.529154,0.35122296,-0.6060737,-0.26592308,0.16850325,0.8700274,0.798596,0.7002339,0.8660058,0.75413984,0.78828424,0.7289174,0.5266676,0.7831962,0.5955864,0.47033238,0.59874874,0.7540318,0.57084125,0.83393145,0.81835514
4.0,-0.13373634,0.22983377,-0.43439457,0.03568875,-0.2930162,-0.28473607,-0.359424,0.74525726,0.29881608,-0.59187376,-0.89759,-0.54171157,0.36818373,-0.62274265,-0.27412474,0.17803916,0.8681345,0.79940414,0.69506085,0.85787123,0.75241554,0.78602564,0.72575635,0.52043355,0.77790505,0.5867689,0.46140048,0.5937419,0.7469236,0.5588561,0.82239497,0.812797
3.0,-0.13518679,0.22229691,-0.42885143,0.036085237,-0.29453892,-0.2831412,-0.3538671,0.73413014,0.29719666,-0.58598626,-0.8884043,-0.5330859,0.35507962,-0.6108482,-0.26877832,0.17117679,0.86925316,0.79828894,0.6985706,0.86402196,0.75340784,0.787047,0.72774065,0.5244428,0.7816656,0.59285545,0.46721998,0.5966879,0.751717,0.5673187,0.8309926,0.816855
4.0,-0.13386667,0.23055935,-0.4350372,0.035540577,-0.29294175,-0.28515255,-0.36010823,0.74654907,0.29915133,-0.5925816,-0.8984373,-0.5427032,0.36936018,-0.6235872,-0.27496862,0.17886256,0.8680273,0.7994283,0.6946831,0.85731095,0.7522488,0.7857737,0.7257282,0.519912,0.77755326,0.58622646,0.46072322,0.5932998,0.7463535,0.5580786,0.82186776,0.8125647
2.0,-0.13393417,0.23072499,-0.43639195,0.03588875,-0.29498076,-0.28634763,-0.36192536,0.7489777,0.30038625,-0.59486747,-0.9021616,-0.5441717,0.3692219,-0.6253665,-0.2761603,0.17942089,0.86744,0.79871714,0.6939612,0.85711277,0.7517982,0.7847426,0.72481906,0.51882553,0.77706146,0.5851211,0.45922264,0.5920237,0.74541867,0.55694073,0.82123464,0.8120452
4.0,-0.13383672,0.22932164,-0.43337387,0.03550325,-0.2920025,-0.28406048,-0.35817158,0.74337924,0.29810178,-0.59033525,-0.89505947,-0.54047006,0.36753306,-0.6210512,-0.273265,0.1774047,0.8685166,0.7997054,0.69562835,0.8583314,0.752696,0.78660387,0.72639596,0.52121514,0.7783776,0.5877092,0.46250653,0.59456116,0.74767655,0.5599387,0.82327104,0.81333256
2.0,-0.13383114,0.23205152,-0.4371436,0.03566167,-0.2942595,-0.28650117,-0.3625701,0.7505582,0.30048284,-0.595472,-0.9029036,-0.5454907,0.37159055,-0.6269161,-0.27705252,0.18064252,0.86737263,0.7990525,0.6934712,0.8560483,0.75168216,0.7847082,0.7247821,0.51827824,0.77650845,0.5843175,0.45846483,0.5917026,0.7447109,0.55571216,0.8200244,0.8115279
2.0,-0.1340508,0.23097187,-0.4368067,0.035845477,-0.29529083,-0.2867334,-0.36243376,0.74974847,0.30072114,-0.59545016,-0.90291834,-0.5447275,0.36947605,-0.62577295,-0.2766695,0.17977509,0.86733663,0.7985792,0.6937535,0.85693496,0.75166315,0.7844724,0.72473353,0.5184764,0.7769058,0.5848174,0.45878202,0.59166455,0.74506426,0.55658257,0.82109815,0.8119612
3.0,-0.13520196,0.22366576,-0.43066072,0.03612814,-0.2955284,-0.28434598,-0.3560092,0.7375766,0.29835975,-0.5884235,-0.89208186,-0.5355153,0.3570857,-0.61360157,-0.27063167,0.17276812,0.8687441,0.7979775,0.6975512,0.862925,0.7529237,0.78615683,0.7270182,0.5230131,0.7807638,0.5912199,0.46525633,0.5953074,0.7502568,0.5652574,0.8294166,0.8160282
4.0,-0.13399148,0.23012961,-0.4349718,0.03561389,-0.2934566,-0.28533006,-0.360148,0.74635226,0.29932323,-0.59268975,-0.8985965,-0.5424771,0.36848384,-0.62316376,-0.27490526,0.17855355,0.86798704,0.7991945,0.69476235,0.85766524,0.75221175,0.7856149,0.72568953,0.5199294,0.7776963,0.5863869,0.46077356,0.59321,0.74644256,0.5583898,0.82231665,0.81273705
3.0,-0.1348593,0.22297026,-0.42882016,0.035977703,-0.29358858,-0.2826989,-0.3536439,0.7341814,0.2967826,-0.5856255,-0.8879305,-0.53328174,0.35647354,-0.6115295,-0.268668,0.17154771,0.8693544,0.7987082,0.6985077,0.86347276,0.75351864,0.78741586,0.72778654,0.52454275,0.7814656,0.59264654,0.4672877,0.5969752,0.7516664,0.5669013,0.8302183,0.8165475
3.0,-0.13567162,0.21927111,-0.42587745,0.036013573,-0.29393613,-0.2817403,-0.35051748,0.7282408,0.29571024,-0.58226883,-0.88251305,-0.52882063,0.34998247,-0.6051714,-0.26588273,0.1681158,0.8700368,0.7983308,0.70041925,0.8664904,0.75413054,0.7881083,0.72904396,0.526714,0.7834381,0.5959409,0.47048315,0.5986579,0.7541382,0.5714061,0.8347503,0.81874806
1.0,-0.13464996,0.22142813,-0.4262249,0.035834942,-0.29159826,-0.28073815,-0.35045707,0.7292948,0.29487535,-0.5819181,-0.8823655,-0.52994144,0.35444704,-0.6079729,-0.26598436,0.169529,0.8701565,0.7994002,0.69992846,0.86470336,0.75428003,0.78889847,0.72887033,0.5266423,0.78263736,0.59486324,0.4701432,0.5991199,0.75369996,0.56961185,0.83202004,0.8175563
3.0,-0.13517118,0.22193962,-0.428297,0.036046907,-0.29415226,-0.28275222,-0.35319373,0.7330781,0.29681024,-0.5852082,-0.88720703,-0.5323663,0.3545676,-0.61002827,-0.2682187,0.17072853,0.8694241,0.7984147,0.6988836,0.8643133,0.7535655,0.78734595,0.72798556,0.5248851,0.7819308,0.5933488,0.4678292,0.59713,0.7521483,0.56793135,0.83144176,0.81710064
3.0,-0.13538724,0.22530031,-0.43333378,0.036252134,-0.29751515,-0.28635478,-0.3592716,0.74260086,0.30028376,-0.59219086,-0.89774925,-0.5389683,0.35926518,-0.6172807,-0.27340728,0.17490837,0.86794573,0.79728836,0.6960891,0.86161,0.75215715,0.7846431,0.72592866,0.5208682,0.77955174,0.5889329,0.46235323,0.593134,0.7481376,0.56247133,0.82751477,0.81497157
3.0,-0.13503805,0.2240938,-0.43092516,0.03614339,-0.29537493,-0.2843315,-0.35625997,0.7381441,0.2983871,-0.5886909,-0.89258915,-0.53594714,0.35792434,-0.614375,-0.27084148,0.1731292,0.8686795,0.79808074,0.6973481,0.86255735,0.7528805,0.78615093,0.72686464,0.5228357,0.78054243,0.5908605,0.46496707,0.59520304,0.75004405,0.5647478,0.8288217,0.8157334
4.0,-0.13424468,0.23113385,-0.4376015,0.03592432,-0.29635018,-0.28753525,-0.3634902,0.75116664,0.30146575,-0.5967262,-0.9047969,-0.5456383,0.369417,-0.6265387,-0.27751434,0.18020254,0.86705047,0.79816824,0.69336003,0.85680974,0.75139445,0.78385305,0.7243805,0.51781374,0.776641,0.58425134,0.4579207,0.59090364,0.7444616,0.5559939,0.820922,0.8117928
3.0,-0.1346314,0.22333246,-0.4286373,0.035887033,-0.2928174,-0.2822854,-0.35329372,0.7339083,0.2963881,-0.5851469,-0.8872438,-0.53321075,0.3572804,-0.6117481,-0.2684344,0.17167735,0.8694811,0.79903126,0.698561,0.8631806,0.7536401,0.7877561,0.727899,0.52473843,0.7814115,0.5926491,0.46751282,0.59730095,0.75175184,0.56679624,0.8298223,0.8164146
3.0,-0.13545963,0.22256546,-0.4298745,0.036164388,-0.29577172,-0.28415596,-0.35521507,0.7359836,0.29814813,-0.58758616,-0.89072746,-0.5342876,0.35513407,-0.6118057,-0.26990002,0.17178959,0.86891353,0.7978044,0.698071,0.863826,0.7530639,0.7862838,0.72734094,0.5235752,0.7813263,0.5921237,0.46609154,0.59570944,0.750929,0.5665126,0.8307319,0.81665826
3.0,-0.1351744,0.22258583,-0.4291899,0.03608425,-0.29468668,-0.28335232,-0.35426065,0.734779,0.2973995,-0.58643186,-0.88906956,-0.53355455,0.35550782,-0.61139226,-0.26912326,0.17149067,0.86916435,0.7982437,0.69837993,0.86379313,0.7533208,0.78689456,0.7276102,0.5241769,0.78149164,0.5925392,0.46685338,0.5964388,0.75143486,0.5669182,0.8306714,0.8166897
2.0,-0.1339072,0.22744378,-0.43098983,0.035511725,-0.29068124,-0.28253752,-0.35540333,0.73889863,0.29662415,-0.58712256,-0.89022994,-0.53722036,0.36485577,-0.6172836,-0.27089006,0.17533638,0.8691556,0.80013317,0.69693595,0.8598418,0.7533418,0.78776354,0.72735703,0.52308476,0.7795281,0.5898803,0.46505293,0.5963397,0.749633,0.5626294,0.82537323,0.8144659
2.0,-0.13357925,0.2284908,-0.43175828,0.03545732,-0.2905739,-0.28270817,-0.35617054,0.7403755,0.2968367,-0.58796895,-0.8916357,-0.5384146,0.3666079,-0.6190884,-0.2715208,0.17620909,0.8690303,0.80023605,0.6964893,0.85898745,0.75319725,0.7876262,0.7270131,0.5225361,0.77904737,0.5889939,0.4642596,0.5959504,0.7489463,0.5614519,0.8240881,0.8138468
4.0,-0.1337478,0.22793318,-0.43135622,0.03544197,-0.2907024,-0.28265852,-0.3557803,0.7395524,0.29675144,-0.5875461,-0.89088666,-0.53779835,0.36556795,-0.61809546,-0.27118653,0.17571306,0.8691253,0.8001207,0.6967591,0.8594663,0.75325984,0.7876705,0.7272145,0.52281433,0.77934045,0.58947444,0.46468642,0.5961431,0.7492735,0.56212527,0.8248369,0.8142067
2.0,-0.13395363,0.23126203,-0.43710506,0.035894807,-0.29537195,-0.28682178,-0.362753,0.75033724,0.30083567,-0.5958233,-0.9035868,-0.5451359,0.37001508,-0.62643874,-0.27690476,0.18006042,0.86723596,0.7985983,0.6935557,0.85667115,0.7516056,0.7843836,0.7245469,0.5182671,0.7767106,0.5844898,0.45846295,0.59148467,0.7448464,0.55614936,0.8206454,0.8117217
1.0,-0.13500984,0.2221415,-0.4281947,0.036021795,-0.2937296,-0.28249222,-0.35299784,0.7329322,0.2965775,-0.5849482,-0.88688195,-0.532319,0.3550517,-0.6102238,-0.26805854,0.17079015,0.869481,0.79860437,0.6989001,0.8641392,0.75363505,0.7875444,0.72801,0.5250011,0.7818855,0.5933282,0.46795103,0.59732085,0.75220996,0.5678435,0.83116084,0.8169887
3.0,-0.13578247,0.22295012,-0.43102816,0.036193013,-0.29704863,-0.28529924,-0.35670736,0.7380221,0.29916137,-0.5893171,-0.89317715,-0.53564346,0.3552509,-0.6128214,-0.2711513,0.17250592,0.8685683,0.79730606,0.6975487,0.8635574,0.75271964,0.7854753,0.7269475,0.5226104,0.7809336,0.59132534,0.4648589,0.5946396,0.74999624,0.5656353,0.8304298,0.8164759
4.0,-0.13382792,0.23000392,-0.43476412,0.03568221,-0.29336935,-0.2850821,-0.35988992,0.74593836,0.29913,-0.5924231,-0.8983476,-0.54218304,0.3683303,-0.6231215,-0.27455175,0.17831114,0.8680241,0.79925877,0.69487303,0.8577457,0.7522924,0.78577024,0.7256411,0.5201236,0.7777694,0.586495,0.46100113,0.59340996,0.7466242,0.5585444,0.8222765,0.81271267
3.0,-0.1347576,0.2225999,-0.42808875,0.0359356,-0.29294592,-0.28209776,-0.35272932,0.7328167,0.2962068,-0.58455575,-0.886346,-0.53236073,0.356042,-0.61061954,-0.2678936,0.17101014,0.86958605,0.7989424,0.6988983,0.8637649,0.75374204,0.7878691,0.7280825,0.525142,0.78177345,0.5932412,0.46809217,0.5976053,0.752236,0.5676129,0.8306321,0.8167906
3.0,-0.13533697,0.22164895,-0.42834324,0.036090046,-0.2946089,-0.28298783,-0.35333368,0.7331088,0.29702467,-0.58541346,-0.88747007,-0.5323168,0.35393974,-0.60973084,-0.268309,0.17058475,0.8693724,0.79821396,0.698901,0.8645537,0.7535078,0.7871579,0.7279642,0.5248127,0.7820123,0.59342736,0.4677664,0.5969703,0.75214255,0.568101,0.831794,0.8172439
4.0,-0.13384253,0.22988613,-0.4341328,0.035526514,-0.29243177,-0.28455186,-0.35905522,0.7448268,0.29857817,-0.59136117,-0.8966137,-0.54148686,0.36837375,-0.62222385,-0.27403504,0.17806707,0.868291,0.7995814,0.69519496,0.8578641,0.7524928,0.78622794,0.72608286,0.52062184,0.7779986,0.5870277,0.46169123,0.5939873,0.74707603,0.5590826,0.82261616,0.8129746
2.0,-0.13398689,0.230887,-0.43648827,0.035811387,-0.29489893,-0.2864321,-0.36201662,0.74916756,0.30043417,-0.594947,-0.90216607,-0.5443537,0.36943865,-0.6254299,-0.27633184,0.1795862,0.86745155,0.79872835,0.6939198,0.8570056,0.75177115,0.78471,0.72487867,0.51874006,0.77701986,0.5850572,0.45913032,0.5919618,0.7453028,0.5568432,0.8212046,0.81204736
2.0,-0.1339729,0.22964877,-0.4347957,0.035756353,-0.2939092,-0.28532314,-0.3600415,0.7459467,0.29936534,-0.59265375,-0.8986875,-0.54209214,0.36760482,-0.6228312,-0.2746116,0.17811485,0.86795515,0.7990196,0.69488555,0.85803354,0.75222415,0.7855613,0.7255786,0.5200607,0.77785915,0.58657044,0.46094108,0.5932447,0.7466427,0.55873346,0.8226433,0.8128409
2.0,-0.13404387,0.23054357,-0.43614373,0.035798825,-0.2948236,-0.2862832,-0.36164477,0.7484915,0.30027884,-0.5945231,-0.9014856,-0.5438652,0.36885086,-0.6247669,-0.27600718,0.17923462,0.86754817,0.79872173,0.6941334,0.8572985,0.7518471,0.7848291,0.7250341,0.51899487,0.77722543,0.5854061,0.45949557,0.59218264,0.74557585,0.5573048,0.821637,0.8122708
4.0,-0.13372599,0.23149385,-0.43580583,0.03550904,-0.29285783,-0.28541777,-0.3608872,0.74808514,0.29941878,-0.5934353,-0.8997689,-0.543861,0.37099552,-0.62513244,-0.27572286,0.17976722,0.8678492,0.79954326,0.69419944,0.856529,0.75209874,0.78558224,0.725449,0.5193502,0.7770591,0.58542615,0.4599187,0.5928595,0.74571687,0.5569711,0.8207911,0.8120424
4.0,-0.13398287,0.2302945,-0.43517485,0.035618346,-0.29355752,-0.2854523,-0.3603798,0.7467379,0.2994413,-0.59295833,-0.8990064,-0.54275346,0.3687312,-0.62349546,-0.27510524,0.17873481,0.8679288,0.79916865,0.6946468,0.857529,0.75216085,0.78552204,0.725604,0.5197733,0.7775915,0.5861997,0.4605581,0.59306294,0.7462791,0.5581541,0.8221247,0.8126343
4.0,-0.13429107,0.23123455,-0.4380729,0.03602533,-0.29696405,-0.2879421,-0.36411,0.75203264,0.30187702,-0.59748197,-0.9060148,-0.546169,0.36948988,-0.6271384,-0.2779668,0.18045868,0.866859,0.7979561,0.69309604,0.8567053,0.7512408,0.7835089,0.72410536,0.5174345,0.7764541,0.58387023,0.45739996,0.5904718,0.7441354,0.55557233,0.82068324,0.81161565
