label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17
6.0,-0.9192087,0.3920095,0.5463642,0.41876385,0.22389913,-0.57550496,0.6430844,0.6035726,-0.0084422175,0.4867385,0.887416,-0.73950094,0.4890327,-0.6528246,-0.41340238,0.6001175,0.020677939,0.41994557,0.7378219,0.6125663,0.59668064,0.6354031,0.57227695,0.5582696,0.5520494,0.69421726,0.6486397,0.3913042,0.547075,0.559086,0.4365424,0.6649903,0.5386974,0.77546746
5.0,-0.9174438,0.3911212,0.54441017,0.41798514,0.22278404,-0.5740697,0.6418737,0.60251653,-0.0075683985,0.4852686,0.8853955,-0.73874545,0.4876125,-0.65141624,-0.41327685,0.59884715,0.02005814,0.42057756,0.73849344,0.6130987,0.597913,0.6360651,0.5730153,0.5587897,0.55305743,0.69554204,0.6488166,0.39234665,0.5480094,0.55997956,0.4381123,0.66572815,0.5393879,0.7759188
4.0,-0.9223602,0.39399445,0.5516057,0.42166772,0.22792926,-0.57816535,0.64504635,0.6056119,-0.011217499,0.4899326,0.8916084,-0.740574,0.49249274,-0.6563109,-0.41218048,0.6035049,0.022831976,0.41922334,0.7366293,0.61171496,0.5935505,0.63485473,0.5715901,0.557487,0.55054927,0.6895026,0.6494887,0.3892315,0.5454236,0.55836105,0.43280077,0.6635443,0.5369017,0.77448887
1.0,-0.9157754,0.39011705,0.54174244,0.4165263,0.22083768,-0.572711,0.64084554,0.6014239,-0.0062258653,0.48362237,0.8832662,-0.73817414,0.48592222,-0.64968663,-0.41374472,0.5970346,0.018990815,0.4210226,0.73912483,0.6135453,0.5994998,0.6363281,0.5734031,0.5592281,0.55383307,0.6978911,0.6484442,0.39341342,0.5489137,0.5603619,0.44000402,0.66647905,0.5403419,0.77642524
6.0,-0.9189584,0.39199787,0.54655856,0.419078,0.22428343,-0.575337,0.6428639,0.60345155,-0.008623935,0.4866879,0.8872967,-0.7392982,0.48907667,-0.6528797,-0.41302678,0.60025597,0.020873427,0.42013425,0.73791677,0.6126714,0.5966033,0.63567597,0.5725445,0.5583771,0.5522792,0.69379556,0.6489753,0.3913928,0.54721105,0.55945194,0.43651098,0.6650642,0.5386367,0.775498
5.0,-0.92053163,0.39295298,0.5490866,0.42048463,0.22613132,-0.57662624,0.6438336,0.6044948,-0.009911286,0.48823392,0.8893237,-0.7398401,0.4906876,-0.6545117,-0.41254732,0.60199374,0.021887422,0.41971236,0.73733246,0.61225,0.5951043,0.6354276,0.57216936,0.5579601,0.551549,0.691563,0.64933634,0.3903858,0.54633915,0.559085,0.4347229,0.66436124,0.5377257,0.7750141
5.0,-0.9217666,0.3937742,0.5514326,0.42187378,0.22801223,-0.5776516,0.6445459,0.60536057,-0.0112045035,0.48955935,0.8910202,-0.7402366,0.4921496,-0.65601164,-0.41183236,0.6035637,0.022897735,0.4194815,0.7368751,0.61193603,0.59373164,0.63535225,0.5720243,0.5576709,0.5510324,0.6892897,0.64986634,0.3895548,0.5456657,0.55897844,0.43312111,0.6637798,0.5369079,0.7745797
7.0,-0.92061365,0.3929987,0.549221,0.42052543,0.22626263,-0.5766941,0.6438866,0.604543,-0.010012923,0.4883229,0.88942575,-0.73988867,0.4907964,-0.6546315,-0.41247857,0.60202247,0.021942869,0.4197197,0.7372941,0.6122229,0.5950158,0.6353904,0.57216793,0.55795455,0.5514962,0.6914141,0.6493617,0.39033052,0.5463225,0.559058,0.43461594,0.66431594,0.5377047,0.77497846
4.0,-0.9172267,0.39102453,0.5442789,0.4179896,0.22274512,-0.57388425,0.6417085,0.6024092,-0.0075262897,0.48511374,0.8851607,-0.7386315,0.48746264,-0.6512744,-0.41319072,0.5987977,0.020039156,0.42066592,0.73857915,0.6131743,0.5980118,0.6362104,0.5731508,0.5588581,0.55321467,0.6955478,0.6489059,0.3924718,0.54810774,0.5601605,0.43826103,0.66581637,0.5394244,0.77595747
3.0,-0.916098,0.39010692,0.5414757,0.41631103,0.22016138,-0.5728451,0.6410852,0.60167396,-0.0058493,0.48363262,0.8833401,-0.73837954,0.48566324,-0.6494278,-0.41442886,0.5972195,0.018727079,0.42062935,0.7390438,0.6134404,0.59965545,0.6361771,0.57303107,0.5590219,0.5536594,0.6984908,0.6480004,0.39335397,0.5485866,0.5600097,0.44015357,0.666446,0.5402627,0.7763995
3.0,-0.9097649,0.38693762,0.5342932,0.41308513,0.21619937,-0.56784433,0.6368615,0.597765,-0.002858352,0.47834885,0.8762206,-0.7358044,0.48083603,-0.6444954,-0.41370708,0.59198105,0.016395941,0.42306915,0.74141777,0.6152896,0.6041216,0.6381117,0.57556677,0.5609718,0.557006,0.7034248,0.6485004,0.39702535,0.552099,0.56282055,0.44573557,0.6689976,0.54305154,0.77799284
3.0,-0.9122934,0.3881073,0.53659636,0.4138636,0.21728554,-0.5698557,0.63862514,0.59923285,-0.0037542358,0.48032045,0.87894404,-0.7369621,0.4826076,-0.6463135,-0.41432944,0.593532,0.017032385,0.42205122,0.7404483,0.6145006,0.60259545,0.6370436,0.5743749,0.5601839,0.5555261,0.7021739,0.64796215,0.3955988,0.5507955,0.5613777,0.4437415,0.66800547,0.5421932,0.77741313
5.0,-0.9245087,0.3951164,0.55419576,0.42283103,0.22948483,-0.5799004,0.64648926,0.6069601,-0.012421366,0.4917665,0.8941293,-0.7414658,0.494296,-0.65807617,-0.41215757,0.605264,0.023705542,0.4184675,0.7358328,0.6110833,0.5919618,0.6341509,0.5707403,0.5568575,0.5493664,0.68760216,0.6494031,0.38794813,0.5442284,0.55736816,0.43080795,0.6626325,0.5359617,0.77390575
7.0,-0.9211253,0.39319354,0.5494918,0.42049316,0.22623208,-0.57710433,0.6442757,0.6048233,-0.0100574475,0.4886484,0.88992685,-0.7401489,0.4910614,-0.65486616,-0.41275555,0.6022042,0.021944627,0.41946295,0.7371025,0.6120515,0.5948203,0.63508123,0.57183254,0.5577746,0.551146,0.6914407,0.64910734,0.39006,0.5460387,0.5586341,0.43431836,0.6641204,0.5375994,0.7748783
4.0,-0.92403144,0.39503354,0.55443007,0.4232671,0.23006144,-0.5795386,0.6460513,0.6067617,-0.012722742,0.49160546,0.8938051,-0.7411621,0.49429524,-0.65813375,-0.41148892,0.6054276,0.023993686,0.41882014,0.73601997,0.61127007,0.5918871,0.63462424,0.5712475,0.55706,0.5497886,0.6869077,0.64997095,0.38814798,0.54449004,0.5580263,0.4308264,0.6627855,0.535897,0.7739372
2.0,-0.91538495,0.3899567,0.54154605,0.41655117,0.22082847,-0.57238054,0.6405394,0.60123324,-0.0061838534,0.48336202,0.88286436,-0.7379746,0.48568988,-0.6494704,-0.4135454,0.5969411,0.01898545,0.421201,0.7392771,0.61368036,0.5996576,0.63658625,0.57365894,0.5593577,0.5541094,0.6978538,0.648634,0.39362684,0.5491014,0.5606947,0.44024438,0.66662496,0.54040456,0.7764911
4.0,-0.9231844,0.39449728,0.55291796,0.42240873,0.22888362,-0.5788434,0.6455549,0.60616493,-0.011886023,0.490735,0.89267665,-0.74086213,0.49333656,-0.6571565,-0.41192845,0.6044211,0.023358673,0.4189948,0.73632956,0.6114927,0.59277457,0.6347185,0.571379,0.5572637,0.5501637,0.6883537,0.64967126,0.3887042,0.54495597,0.5581551,0.4318724,0.66317904,0.5364223,0.7742363
2.0,-0.9150607,0.38936317,0.53945816,0.4149948,0.21850243,-0.5719536,0.6404507,0.6010276,-0.004820388,0.48245543,0.8818465,-0.7381577,0.48441815,-0.6481613,-0.4149301,0.59583163,0.017835438,0.42084548,0.7394463,0.6136886,0.6008444,0.6361835,0.5731757,0.559269,0.55406386,0.7003585,0.64753205,0.39406884,0.54912966,0.56006104,0.4415273,0.66692185,0.54099005,0.77669257
5.0,-0.9178225,0.3912568,0.5445734,0.41794124,0.22273707,-0.57436824,0.64216655,0.6027187,-0.007585898,0.48550326,0.8857507,-0.7389472,0.48779255,-0.65158474,-0.41350308,0.5989521,0.020041808,0.42038617,0.73834825,0.61296934,0.59778094,0.635828,0.57276446,0.55865884,0.552797,0.69559574,0.6486109,0.3921535,0.5478103,0.5596582,0.43790907,0.66559094,0.53932405,0.7758473
6.0,-0.92100346,0.3930201,0.5488404,0.4199648,0.22560453,-0.57698596,0.6442614,0.60468996,-0.009676671,0.48839355,0.88962746,-0.74019814,0.49073303,-0.6545266,-0.41312033,0.60170543,0.021598056,0.4194211,0.7371376,0.612052,0.59516835,0.63490236,0.5717052,0.55778617,0.55110264,0.692205,0.64878255,0.39018577,0.5461338,0.558416,0.43468487,0.66419876,0.5378454,0.7749561
3.0,-0.9149905,0.3895821,0.5403042,0.41592732,0.21956435,-0.57194614,0.64032793,0.6010041,-0.0053362623,0.48274577,0.8821148,-0.7378848,0.48481578,-0.64858705,-0.41430867,0.5964635,0.018389046,0.42103553,0.7394634,0.6137797,0.6003969,0.6366238,0.5735021,0.55935585,0.5543056,0.69926554,0.6481582,0.3939984,0.54918265,0.5605979,0.44110996,0.66691154,0.540668,0.7766952
6.0,-0.9183363,0.39160347,0.5455857,0.4185323,0.22354347,-0.574797,0.6424583,0.60307604,-0.00813272,0.48606485,0.8864636,-0.739098,0.48840994,-0.6522162,-0.4131991,0.59962744,0.0204781,0.42029396,0.7381559,0.612842,0.59719455,0.6358095,0.5727152,0.55853873,0.5525868,0.6946155,0.6488477,0.39180204,0.5475289,0.55963093,0.43722516,0.66534185,0.5389726,0.7756666
4.0,-0.92167145,0.3935598,0.5504462,0.42102936,0.22702923,-0.57758415,0.6446218,0.6051596,-0.010591332,0.4892329,0.8906898,-0.7403328,0.4917249,-0.65553635,-0.41247547,0.6027635,0.022353128,0.4193728,0.7368881,0.6119017,0.5942416,0.6349751,0.5717321,0.557655,0.5508776,0.69056046,0.6492917,0.38968575,0.5457839,0.5585153,0.43362683,0.66386247,0.53729516,0.7747097
1.0,-0.9201385,0.39252526,0.5478842,0.4197425,0.22480711,-0.57616305,0.64360034,0.604306,-0.009103157,0.4875902,0.88850284,-0.73978204,0.48976606,-0.65358543,-0.41328195,0.60151774,0.021261543,0.41955793,0.73751694,0.61234957,0.59583825,0.6354618,0.5720563,0.5579634,0.5517369,0.6928636,0.6488494,0.390768,0.54639214,0.5590044,0.43558407,0.66461766,0.53800476,0.7751624
1.0,-0.9195891,0.39212286,0.5466352,0.41881606,0.22382343,-0.57574064,0.64331776,0.6038736,-0.008475384,0.48695058,0.88771987,-0.7396941,0.4891324,-0.65292126,-0.41362822,0.6004734,0.020698398,0.41970187,0.7377037,0.612457,0.5965354,0.6352961,0.572066,0.55811006,0.5518569,0.69411755,0.6484854,0.39113104,0.54677105,0.55887324,0.4363471,0.66485363,0.5385265,0.77535534
5.0,-0.92086995,0.39316332,0.5498109,0.4209089,0.22669065,-0.57686836,0.64399517,0.6047818,-0.0103240255,0.48859978,0.88975704,-0.7399604,0.4910726,-0.6549281,-0.41229257,0.6025186,0.022198945,0.4196546,0.73721373,0.61217177,0.5946985,0.63546896,0.5721829,0.55788386,0.55143964,0.69078803,0.6495315,0.39016765,0.5461278,0.5591262,0.43426636,0.66419536,0.5374613,0.77485913
3.0,-0.91530114,0.38992906,0.5413984,0.41649252,0.22074851,-0.57234126,0.64050496,0.6011479,-0.006101221,0.48329163,0.88279724,-0.7379271,0.4856367,-0.64940035,-0.41358155,0.59682095,0.018935785,0.42122558,0.73930573,0.6137006,0.59973633,0.63657546,0.573654,0.55937874,0.55413586,0.6980262,0.64861006,0.39366814,0.54916334,0.5606884,0.4403295,0.6666643,0.5404631,0.7765406
6.0,-0.9211851,0.39317763,0.5492922,0.42027065,0.22601497,-0.5771624,0.64436406,0.604808,-0.009931615,0.4886304,0.88993615,-0.7402228,0.49102348,-0.6548144,-0.41293517,0.60199577,0.021814287,0.41941237,0.73706883,0.61201173,0.5949059,0.63491964,0.5717107,0.55775094,0.5510399,0.6917513,0.6489296,0.3900431,0.5460429,0.5584421,0.4343827,0.664106,0.5376938,0.7748947
2.0,-0.91513264,0.38973063,0.5407871,0.41603717,0.2201432,-0.5721604,0.6404252,0.60103905,-0.005750688,0.48299992,0.88243717,-0.73795253,0.48526728,-0.6490309,-0.41388166,0.59643084,0.01861979,0.42119387,0.739374,0.61372524,0.60008276,0.63648915,0.5735879,0.5593972,0.5541626,0.6986788,0.64834905,0.39382896,0.54923993,0.56056964,0.44071543,0.6667669,0.5406658,0.7766014
6.0,-0.9171732,0.39081454,0.54340476,0.41721547,0.22180551,-0.5738106,0.6417633,0.6023096,-0.0069889855,0.4848041,0.88484395,-0.7387764,0.48704696,-0.65083206,-0.41377187,0.59815675,0.019539177,0.42053506,0.7385969,0.6131338,0.5984754,0.6358819,0.5728868,0.55882084,0.5530749,0.6966521,0.6483782,0.3925919,0.5481528,0.5597484,0.43872356,0.66588557,0.53974193,0.77603316
4.0,-0.9175251,0.39110327,0.5443468,0.41788512,0.2226063,-0.5740972,0.6419298,0.6025884,-0.007494718,0.48526365,0.8853958,-0.7388147,0.4875471,-0.6513532,-0.41342252,0.5988665,0.019983873,0.420492,0.7384712,0.61306965,0.59795105,0.63601303,0.5729371,0.55874413,0.55300504,0.69566035,0.6487011,0.39233387,0.5479307,0.5598861,0.43814662,0.66571045,0.5393836,0.7758936
3.0,-0.9189198,0.3921724,0.5474603,0.41985127,0.22531226,-0.57533723,0.6427146,0.6035281,-0.009244636,0.48694783,0.88752556,-0.739138,0.48949337,-0.6533404,-0.41227844,0.6008667,0.021407038,0.420353,0.73793584,0.6127405,0.596136,0.63605726,0.5729172,0.5584609,0.5524775,0.6925485,0.6496025,0.39131233,0.54722184,0.55996907,0.4360539,0.6650125,0.5383363,0.7754039
5.0,-0.9214423,0.3934797,0.5503957,0.42107776,0.22710553,-0.5774037,0.64443374,0.6050478,-0.01062265,0.48909938,0.8904784,-0.7402116,0.49163705,-0.6554622,-0.41228828,0.6027262,0.022387102,0.4195044,0.7369769,0.611982,0.59429574,0.6351341,0.57191205,0.55773956,0.55104446,0.690449,0.64944845,0.38980007,0.5459044,0.55873835,0.4337237,0.6639416,0.53732246,0.77473885
6.0,-0.91951466,0.392124,0.54665685,0.4188489,0.22399974,-0.5757089,0.6432801,0.60379153,-0.008565281,0.48695982,0.8876981,-0.7396616,0.4892004,-0.6530078,-0.41346827,0.60035104,0.020747125,0.41981193,0.7377102,0.61247486,0.59650254,0.63530666,0.5721532,0.5581737,0.55188555,0.69400626,0.64857626,0.39114812,0.5468874,0.5589375,0.43632025,0.66486806,0.5385766,0.77536917
4.0,-0.9200546,0.39263117,0.54822654,0.4199573,0.22545329,-0.5762171,0.64354324,0.60418135,-0.0094638765,0.48772866,0.88865954,-0.7397039,0.49013865,-0.65396065,-0.4127615,0.60140234,0.021519348,0.41982183,0.73750997,0.61237186,0.595612,0.6354704,0.5722589,0.5580812,0.5517544,0.6923486,0.6491639,0.3907069,0.5466003,0.55915385,0.43532053,0.6645782,0.53803444,0.7751595
2.0,-0.91683316,0.39089286,0.54410034,0.41803655,0.22280398,-0.5735896,0.6414149,0.6021836,-0.0075045116,0.48487705,0.8848088,-0.7384139,0.487292,-0.6511092,-0.41295832,0.5986648,0.020056143,0.42086852,0.7387259,0.6133071,0.5981471,0.63644177,0.57340187,0.55899596,0.55347663,0.6955139,0.6491155,0.39266688,0.54832643,0.5604797,0.438466,0.6659582,0.53950125,0.77604115
6.0,-0.92018074,0.39247024,0.5473821,0.4191321,0.22441015,-0.5762723,0.6437466,0.6041755,-0.00887982,0.48751354,0.8884837,-0.7399361,0.48975277,-0.6535361,-0.41352656,0.60081184,0.020976186,0.4195702,0.7374576,0.61227244,0.59604377,0.63503426,0.5718525,0.5579729,0.55149144,0.69355094,0.6484978,0.390746,0.54653525,0.5585733,0.4357246,0.6645865,0.5383245,0.7752107
2.0,-0.91702896,0.39089328,0.5437815,0.4176573,0.22236878,-0.57375556,0.6416286,0.6022231,-0.007262582,0.48488414,0.884903,-0.73858625,0.4872402,-0.65102845,-0.41335794,0.598386,0.019818828,0.42070752,0.73864436,0.61320984,0.5982796,0.6361242,0.5731178,0.558907,0.55324596,0.69609386,0.6487483,0.39259854,0.5482548,0.5600777,0.43854868,0.66591114,0.53962725,0.7760533
3.0,-0.92095643,0.3930483,0.5490359,0.42017183,0.2258228,-0.5769537,0.64419097,0.6046973,-0.009797839,0.48842233,0.8896469,-0.74012744,0.4907965,-0.65459347,-0.41294965,0.6018864,0.021725774,0.4194706,0.737164,0.61208504,0.5950799,0.6350341,0.57180744,0.5578065,0.55118716,0.69192475,0.6489463,0.3901886,0.54613346,0.5585767,0.43460754,0.6642057,0.53776103,0.7749456
4.0,-0.9200239,0.39257413,0.5479501,0.41971415,0.22519737,-0.5762038,0.64356387,0.604117,-0.009305112,0.48763955,0.88857275,-0.73973364,0.49003708,-0.6538446,-0.41291973,0.6011531,0.021370545,0.41980514,0.73751307,0.61236113,0.59575045,0.6353529,0.5721819,0.5580827,0.5517059,0.6926992,0.64900947,0.39074108,0.54664725,0.55902016,0.4354542,0.6646001,0.538154,0.7751961
3.0,-0.913336,0.3888954,0.5389964,0.41549435,0.2192693,-0.5707052,0.6391776,0.5999828,-0.0049842503,0.4815898,0.880479,-0.7371297,0.48393232,-0.6476964,-0.41361284,0.5952942,0.018133715,0.4218629,0.74005455,0.6142837,0.6012342,0.63725764,0.57438487,0.5599406,0.55522704,0.69978267,0.6486671,0.3948624,0.5501892,0.5615721,0.44221315,0.66750056,0.5412875,0.77706045
3.0,-0.9153548,0.3899626,0.5415961,0.41662923,0.22089702,-0.57235783,0.6405091,0.6012236,-0.0062118378,0.48336416,0.88285786,-0.73793757,0.48569733,-0.649479,-0.41349578,0.596999,0.019025907,0.42121923,0.73929036,0.6136969,0.59963703,0.63664234,0.57369655,0.55936813,0.55414915,0.6977747,0.64869136,0.39363644,0.54910964,0.5607587,0.44023234,0.666635,0.5403779,0.7764965
2.0,-0.9122996,0.38779014,0.5355493,0.41307598,0.21579379,-0.56966865,0.6386499,0.59935105,-0.0029283762,0.47985387,0.8784351,-0.7371559,0.4818017,-0.6455034,-0.415307,0.59330964,0.016371801,0.42164582,0.740521,0.6144653,0.6032354,0.63688445,0.5740029,0.56001097,0.5554831,0.7035361,0.6472573,0.39580426,0.5505522,0.5609936,0.4444443,0.6681449,0.54233843,0.7774529
2.0,-0.9171863,0.39069068,0.5430108,0.41699204,0.22115773,-0.57372034,0.64177036,0.602389,-0.0066093523,0.48461735,0.88463724,-0.7388159,0.48666072,-0.6504369,-0.4142522,0.5982253,0.01928164,0.42030817,0.73863256,0.6131315,0.5987349,0.6358946,0.5727174,0.5587229,0.55309576,0.69720095,0.64809227,0.3926828,0.54798996,0.55963486,0.4390247,0.6659519,0.5397343,0.7760576
4.0,-0.91999453,0.39259994,0.54815567,0.41992,0.22543728,-0.5761698,0.6435087,0.6041367,-0.009449951,0.48768663,0.88858986,-0.73968613,0.49010307,-0.65393275,-0.4127396,0.6013206,0.02149865,0.4198588,0.7375259,0.6123872,0.59564745,0.63548064,0.5722927,0.55810934,0.55178165,0.69238126,0.64917105,0.39074183,0.5466529,0.5591796,0.43536773,0.66460145,0.5380746,0.7751726
1.0,-0.91334254,0.38865596,0.5379347,0.41468602,0.2180146,-0.57061964,0.63928413,0.59994316,-0.004244687,0.48122287,0.8801158,-0.73731136,0.48333758,-0.6470834,-0.41448534,0.59475154,0.017509088,0.421576,0.7400773,0.61422807,0.6018109,0.6369379,0.57399356,0.55983204,0.5550893,0.70119715,0.64797807,0.3950102,0.5501194,0.56108236,0.44281542,0.6676164,0.5415624,0.77715826
7.0,-0.9216227,0.39372402,0.55137503,0.4218872,0.22804889,-0.5775421,0.64443547,0.6052801,-0.01121185,0.48947507,0.89088756,-0.74016434,0.49209368,-0.6559649,-0.4117289,0.60350764,0.022907764,0.41956496,0.7369275,0.61198366,0.5937745,0.6354363,0.5721276,0.5577259,0.55112857,0.68925476,0.6499511,0.3896262,0.54575217,0.55910194,0.43318978,0.6638309,0.5369391,0.77460444
4.0,-0.92331296,0.39442724,0.55251324,0.42199,0.22828504,-0.57890385,0.64570165,0.6062128,-0.011555839,0.49064994,0.89262736,-0.7409981,0.49312174,-0.65690976,-0.4124107,0.6042019,0.023068547,0.4188,0.7362844,0.6114278,0.5929887,0.63448787,0.57111806,0.55717194,0.55000097,0.6889925,0.6492811,0.38870052,0.5448523,0.557816,0.43206757,0.663161,0.5365347,0.77425075
7.0,-0.9219659,0.39374042,0.5509161,0.42129192,0.22737876,-0.5778288,0.64480567,0.6053522,-0.010833785,0.48952293,0.8910733,-0.74043506,0.4920315,-0.65584505,-0.41238087,0.6030806,0.022542357,0.4192963,0.7367789,0.6118217,0.59396136,0.63492286,0.57165897,0.55757785,0.55073816,0.69014704,0.64935875,0.3894963,0.5456235,0.55844104,0.4332917,0.66373116,0.5371282,0.7746204
4.0,-0.9128212,0.38832563,0.53708357,0.4141856,0.21738467,-0.5701819,0.63895506,0.5996203,-0.0038379785,0.48069394,0.8794282,-0.7371634,0.48280072,-0.64653915,-0.41461062,0.59415615,0.01716192,0.421722,0.7402767,0.6143632,0.6023185,0.63700354,0.5741203,0.55997247,0.55532223,0.7019226,0.6478515,0.39534944,0.55040085,0.5611892,0.44341812,0.6678463,0.54187596,0.777298
1.0,-0.91065514,0.38733584,0.53513014,0.41338196,0.21654794,-0.56853026,0.63746685,0.5983097,-0.0031644963,0.47902584,0.8771509,-0.7362048,0.48141807,-0.64509785,-0.41393924,0.5926162,0.016619295,0.42268813,0.74108857,0.6150187,0.60358703,0.6377826,0.5751595,0.5606817,0.5565133,0.70294887,0.6483185,0.396535,0.55159974,0.56234944,0.44504693,0.6686571,0.54271,0.77777696
3.0,-0.91436154,0.38939923,0.540138,0.41605133,0.21985677,-0.57148516,0.63985556,0.6006336,-0.005429035,0.482428,0.8816024,-0.73754233,0.48465502,-0.64844376,-0.41378534,0.596211,0.018496498,0.42143187,0.7396796,0.613991,0.60053426,0.6369877,0.57396346,0.5596121,0.5547113,0.69901866,0.64857394,0.39428475,0.54958665,0.5611378,0.44134876,0.66710705,0.5408025,0.77680796
7.0,-0.9204016,0.39299238,0.54928446,0.42069355,0.22652844,-0.57659024,0.64373237,0.6043924,-0.010116359,0.4882682,0.889341,-0.73972887,0.49084926,-0.65467805,-0.41220668,0.6019969,0.022057176,0.41988608,0.7373661,0.61229885,0.5949881,0.6355332,0.5723457,0.5580478,0.5516439,0.6912183,0.64958537,0.39039668,0.54647464,0.55928105,0.43461052,0.6643799,0.5377159,0.7750306
1.0,-0.92028016,0.3926366,0.548046,0.41965142,0.22509542,-0.5763702,0.6437436,0.60429054,-0.00930023,0.4877702,0.88876283,-0.73988986,0.49009877,-0.65390605,-0.41309908,0.60126126,0.021337256,0.41965392,0.73742306,0.61227614,0.59568495,0.6352148,0.5720178,0.55798566,0.5515411,0.6927307,0.6488534,0.3906271,0.5464794,0.558815,0.4353495,0.66450685,0.5380982,0.775128
6.0,-0.9078404,0.38550436,0.5303211,0.4106685,0.21279368,-0.56610245,0.6356804,0.5966372,-0.0007494455,0.4760496,0.87334913,-0.73541796,0.47830528,-0.641913,-0.41486397,0.5895411,0.014626086,0.42332265,0.74221164,0.6157551,0.6064889,0.6381871,0.5757222,0.5613698,0.5578128,0.7071842,0.64749753,0.3984264,0.5529862,0.5628759,0.4484943,0.66995645,0.5443463,0.7785539
7.0,-0.92143655,0.3935325,0.5505276,0.42123976,0.22729504,-0.577429,0.6444284,0.6050311,-0.010702945,0.48915792,0.8905542,-0.74016416,0.4917308,-0.6555539,-0.41218808,0.60281044,0.02248025,0.41953707,0.736976,0.6119919,0.59421706,0.63518363,0.57194763,0.5577513,0.55107087,0.69030005,0.64954704,0.38977706,0.5459216,0.5588046,0.4336433,0.6639404,0.53727674,0.77475053
6.0,-0.9193832,0.39219022,0.5469672,0.4191597,0.2245076,-0.5756804,0.643163,0.6036969,-0.008829471,0.48702502,0.88775617,-0.73951805,0.48941237,-0.65321803,-0.4130562,0.60044867,0.020983294,0.4200005,0.7377483,0.612533,0.59633285,0.6354597,0.5723614,0.55826294,0.5520049,0.6935284,0.6488947,0.39114568,0.5470129,0.55919003,0.4361526,0.6648787,0.53852236,0.7753803
5.0,-0.92236835,0.3938198,0.55076516,0.4209483,0.22695786,-0.57813925,0.64516324,0.6055283,-0.010628326,0.4896716,0.89136106,-0.7406996,0.49206996,-0.6558437,-0.41288173,0.6029541,0.022329539,0.4190219,0.73662186,0.6116639,0.5939963,0.6345295,0.5712582,0.557414,0.55038565,0.6906589,0.648918,0.38932037,0.54541165,0.5579096,0.43324375,0.6635978,0.53717554,0.7745821
1.0,-0.92214966,0.39373374,0.55089384,0.42121783,0.2270534,-0.57789,0.64490926,0.60554016,-0.01069382,0.48953646,0.8911194,-0.740541,0.49189848,-0.65570104,-0.4126925,0.6033076,0.02244255,0.41907787,0.73674256,0.6117733,0.5940027,0.6348893,0.5714917,0.5574578,0.55066067,0.69030815,0.6491661,0.38945577,0.54539204,0.55830216,0.4333285,0.6636884,0.5370357,0.7745685
1.0,-0.91189533,0.38797283,0.5366526,0.4141021,0.21745312,-0.56950164,0.63827264,0.5990931,-0.0038267057,0.48009872,0.8785647,-0.7366961,0.4824096,-0.6461272,-0.41399467,0.5937176,0.017146006,0.42223758,0.74062115,0.61466324,0.60265124,0.63745594,0.57471853,0.5603104,0.55588335,0.7018119,0.6482983,0.39580613,0.5509174,0.56187004,0.44389555,0.66814566,0.5421267,0.7774481
2.0,-0.91295004,0.3882774,0.5369535,0.41404763,0.21696469,-0.5702069,0.6390256,0.5997756,-0.0036346074,0.48063648,0.8793872,-0.73725516,0.48260117,-0.64633375,-0.4149377,0.5943265,0.017010286,0.42151654,0.7402688,0.61432534,0.6024246,0.6369791,0.57396734,0.5598602,0.55527914,0.7021835,0.6476399,0.39535186,0.55019635,0.5610644,0.44353133,0.6678438,0.5418107,0.77726233
6.0,-0.92011136,0.3925659,0.5478694,0.41960075,0.22504264,-0.576247,0.6436405,0.6041678,-0.009235773,0.487651,0.8885922,-0.7398101,0.48999614,-0.65380836,-0.413065,0.60111064,0.021292627,0.41973245,0.7374787,0.61232543,0.59578425,0.6352696,0.5720936,0.55804616,0.55163294,0.6928428,0.6488837,0.39071986,0.5465958,0.5588997,0.43548015,0.6645783,0.53817457,0.77517986
2.0,-0.9150147,0.38940322,0.53976655,0.41521075,0.21891695,-0.5719208,0.64037955,0.6010221,-0.0050827283,0.48254365,0.88188726,-0.73811215,0.48457974,-0.64835304,-0.41459402,0.595936,0.018025562,0.42098314,0.73944956,0.6137162,0.6006769,0.636299,0.57335347,0.5593354,0.55412996,0.69986546,0.64777285,0.39405254,0.54919654,0.56025404,0.44136563,0.6668965,0.54093385,0.77665037
6.0,-0.9177986,0.39108783,0.5439347,0.41739753,0.22196642,-0.5742922,0.6421997,0.6026941,-0.007151969,0.48525822,0.8854902,-0.7390549,0.48741734,-0.6511934,-0.41399786,0.59859663,0.019659638,0.42023522,0.73836946,0.6129435,0.59813774,0.6356362,0.57255733,0.5586048,0.55271786,0.69641334,0.64820516,0.39225337,0.54777884,0.5593775,0.43827856,0.6656493,0.5395094,0.77589226
3.0,-0.90970004,0.3867364,0.5336099,0.41276145,0.21536008,-0.56762075,0.6368176,0.5978091,-0.0023230687,0.4780602,0.87584805,-0.73586804,0.48028362,-0.64398146,-0.41431984,0.59189075,0.016047612,0.42282918,0.74147946,0.6153005,0.60453624,0.6381419,0.57539004,0.5608914,0.557073,0.70424634,0.648132,0.39720136,0.5520066,0.5626968,0.44622964,0.6691256,0.5431111,0.77805656
