label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13
0.0,0.0080357045,-0.019354561,0.0021581203,0.009981453,-0.013386719,0.011469077,-0.01420074,-0.010258332,-0.014319211,-0.0044456935,-0.02637465,0.030456413,-0.028740989,0.98920226,0.98715925,1.0025485,1.009406,0.99725735,0.9983145,0.99171275,0.986505,1.0039155,1.0000086,0.9971183,0.9964694,0.9954075
0.0,-0.002223216,0.008312626,-0.0015396476,0.002823554,0.005548969,0.0061214194,-0.0012191087,0.0009986535,0.0035213046,-0.006696066,-0.002039671,0.007743829,-0.007038014,0.99715173,0.99913913,0.99993837,0.99829483,0.9914021,0.9946267,0.99870247,0.9977182,0.9918394,0.9999434,0.9980742,0.9952863,0.9930695
0.0,0.008684412,-0.01888212,0.0025992617,0.008436486,-0.012994662,0.005952075,-0.011323873,-0.010418497,-0.012827614,-0.0048170527,-0.018948581,0.024535434,-0.020624839,0.99077076,0.9929093,1.004569,1.0060636,0.99529546,0.9956557,0.99390805,0.9873786,1.0017228,1.0000839,0.9950424,0.99795943,0.9941478
0.0,0.011383213,-0.027028734,0.008331887,0.014231347,-0.021828339,0.003760606,-0.011373781,-0.016427927,-0.017074537,-0.006514447,-0.016415667,0.024402525,-0.015658513,0.99131465,0.9932847,1.0091364,1.0071785,0.99529487,0.9926083,0.9937488,0.9879774,1.0006868,1.0025549,0.99604464,1.0008034,0.9958174
0.0,0.007683061,-0.022583017,0.007350087,0.01699067,-0.018644162,0.01738951,-0.015642155,-0.013997704,-0.017494384,-0.006083603,-0.02962549,0.03416981,-0.03249676,0.98994553,0.9810568,1.0036387,1.0130206,0.9991475,0.9990929,0.9902726,0.9875408,1.0033994,1.0019038,1.0011247,0.9973061,0.9980589
0.0,0.0007654056,0.001272425,-0.0009592548,0.0031199157,0.0012943223,0.004961461,-0.003691364,-0.0016000941,-0.0007329378,-0.00593304,-0.006202154,0.011904505,-0.011343889,0.9956918,0.9982073,1.0007337,0.9996335,0.99216336,0.99520296,0.9978061,0.9942366,0.9949424,0.999535,0.9961168,0.9960252,0.9930409
0.0,0.00090540946,-6.2342733e-06,0.0005195886,0.0042344406,-0.00031045824,0.0042839646,-0.0034025572,-0.0026857257,-0.0015244726,-0.006015837,-0.0055040866,0.011801418,-0.011500431,0.9964216,0.9985301,1.0015334,0.99975765,0.9920267,0.99508923,0.99802566,0.9941291,0.994675,0.9998386,0.99609494,0.99658114,0.9936528
0.0,-0.0044422373,0.012408098,-0.0023051426,0.0020490885,0.008345403,0.0077603236,0.00015928596,0.002692908,0.0053977855,-0.0066641653,-0.0010481924,0.0070267986,-0.008317822,0.9981693,0.99831724,0.9978094,0.9976494,0.99130726,0.9953918,0.99907076,0.9989891,0.99089485,0.9996891,0.9986347,0.9945785,0.9930257
0.0,0.0079222545,-0.016313931,0.0011660978,0.006875135,-0.010639548,0.0055927485,-0.010904085,-0.008762389,-0.011235235,-0.004737476,-0.018401165,0.02360858,-0.020148616,0.99070716,0.9934565,1.0036676,1.0052581,0.99497724,0.99591637,0.99417514,0.9877236,1.0016437,0.99977195,0.9947657,0.9973265,0.9938566
0.0,0.0008140281,0.001205083,-0.0006005466,0.0034419075,0.0009908378,0.0046826378,-0.0035389364,-0.0017903522,-0.00072883256,-0.006107022,-0.0057038665,0.011536158,-0.010741739,0.9958129,0.9984875,1.0010995,0.9995876,0.99209017,0.99500436,0.99794877,0.9944037,0.9946928,0.9996791,0.99621546,0.99618906,0.9932101
0.0,0.008417144,-0.016324965,0.003561318,0.008204594,-0.012013853,0.0025146976,-0.008663382,-0.0102188885,-0.010621216,-0.00587547,-0.012271315,0.018562056,-0.012638359,0.99262685,0.9975308,1.0066497,1.0035795,0.9935556,0.9932243,0.99562585,0.9893297,0.9988451,1.000691,0.99479127,0.99900246,0.99347216
0.0,0.0010970533,0.0005108826,-0.00057148933,0.003465712,0.0006054118,0.0046522394,-0.0038005114,-0.0020487607,-0.0011314079,-0.005996351,-0.0061648637,0.01195847,-0.011127303,0.9956767,0.9983825,1.0011779,0.9997431,0.99215764,0.9950442,0.99781275,0.9940844,0.99498284,0.99963826,0.99606794,0.99623924,0.9931443
0.0,0.0030774772,-0.003716221,0.00022757798,0.0043366626,-0.0023684427,0.0038009062,-0.005090032,-0.0039554834,-0.0034054527,-0.0058943853,-0.007694155,0.013476162,-0.011298918,0.99481624,0.9984845,1.0026585,1.0005838,0.99243397,0.9945839,0.99730474,0.99272937,0.9960783,0.9998237,0.99554133,0.99690163,0.99311656
0.0,0.0074718148,-0.018088287,0.00298322,0.0084330365,-0.012465753,0.006608244,-0.010797579,-0.010144755,-0.012597553,-0.004371307,-0.019168016,0.025025927,-0.023314146,0.99164736,0.99213505,1.0036012,1.0062133,0.9955035,0.9965938,0.9940044,0.9873162,1.0017245,0.9998019,0.995048,0.9979647,0.9946278
0.0,0.0032148808,-0.004221076,-2.0563602e-05,0.004109256,-0.0024547204,0.0040851906,-0.0054609217,-0.003979601,-0.0038240086,-0.005662704,-0.008658782,0.014345817,-0.012610839,0.994573,0.9979703,1.0022568,1.0008105,0.99263585,0.99493134,0.99709624,0.99224275,0.9966308,0.99961466,0.99529487,0.99679786,0.9930366
0.0,0.009338409,-0.025186,0.0073324516,0.01567866,-0.020127691,0.012301452,-0.0144080445,-0.015037857,-0.017750453,-0.005929365,-0.025489371,0.031393398,-0.026979333,0.99006855,0.98533916,1.0053955,1.0109944,0.99784726,0.9968269,0.9913399,0.9872731,1.0029445,1.0020037,0.99890095,0.9984549,0.99704057
0.0,0.002813764,-0.003443515,-0.00019459426,0.0038773566,-0.0018800348,0.00445202,-0.0051573105,-0.003662102,-0.0035314243,-0.005608434,-0.008463062,0.01421731,-0.0131334495,0.9948342,0.997873,1.0017816,1.0006789,0.9926473,0.99513596,0.99723864,0.99237484,0.99647534,0.9994814,0.9952876,0.99670434,0.9929632
0.0,0.007687524,-0.021912696,0.011078477,0.024344191,-0.021908753,0.024945471,-0.018133435,-0.016291447,-0.019171063,-0.010029474,-0.0331195,0.037309106,-0.033465527,0.98958474,0.9735969,1.0039103,1.016227,1.0006682,0.9997623,0.9888055,0.9901576,1.0030352,1.0048548,1.0065275,0.9964555,1.0009444
0.0,0.004866682,-0.006739093,0.0024767667,0.006607704,-0.005797155,0.0019413233,-0.005038079,-0.006408669,-0.0046977717,-0.006783382,-0.005591385,0.011769455,-0.0063745603,0.9949827,1.0006906,1.0060521,1.000816,0.99198407,0.99247396,0.99754304,0.99317026,0.9949719,1.0008874,0.9960788,0.9982847,0.9932802
0.0,0.011131868,-0.023088468,0.009954132,0.014022224,-0.020700105,-0.0016823933,-0.0074558575,-0.016174026,-0.01421382,-0.007943238,-0.0065364316,0.015419213,-0.004381977,0.9940581,1.0006839,1.0125309,1.0039318,0.992766,0.9887776,0.9963059,0.99080694,0.99636847,1.0033922,0.99577314,1.0026257,0.9953176
0.0,0.010297254,-0.026912374,0.008318432,0.017229274,-0.022165418,0.012232624,-0.014874827,-0.016355552,-0.018719396,-0.006771858,-0.025275107,0.031576697,-0.025143253,0.9896642,0.98497957,1.0064008,1.0113373,0.99789554,0.9959905,0.9911481,0.9876533,1.0028499,1.0028313,0.9994642,0.99875844,0.99738735
0.0,-0.001995176,0.0071231797,-0.00200475,0.002148725,0.0052827,0.0063798167,-0.0018747896,0.00091879815,0.0024525188,-0.006161401,-0.00400386,0.009745487,-0.010574874,0.99682343,0.9979659,0.99879134,0.9985656,0.99179184,0.9956204,0.9983942,0.99640334,0.99321616,0.9994288,0.99714446,0.9951165,0.99303544
0.0,0.00074604154,0.0012624189,-0.0010313243,0.0030519962,0.0013364181,0.0049815625,-0.0037418269,-0.0015487596,-0.0007470418,-0.0058936737,-0.006345719,0.012037166,-0.011563829,0.995641,0.9981001,1.0006324,0.9996522,0.9921945,0.9952863,0.99777645,0.99417454,0.99503434,0.99950427,0.9960756,0.9959831,0.99306655
0.0,0.008668698,-0.01812364,0.0037017688,0.008645549,-0.013172254,0.0033043325,-0.00959179,-0.010793082,-0.011794872,-0.005510268,-0.014515214,0.020884316,-0.015500923,0.9920425,0.9958461,1.0061827,1.0045044,0.99416786,0.9940263,0.99501777,0.9885139,0.999964,1.0006381,0.99475706,0.99886936,0.9939933
0.0,0.014348574,-0.030561185,0.01267682,0.017892748,-0.027584113,-0.0021265224,-0.009297412,-0.020752482,-0.018790077,-0.009083508,-0.0076581687,0.017609315,-0.0024283193,0.99257815,0.99963194,1.0150815,1.0058553,0.9935815,0.9865392,0.9952333,0.99032503,0.99707997,1.0048957,0.9964919,1.0042486,0.99581325
0.0,0.004386738,-0.006445354,0.00097453594,0.0051628724,-0.004473813,0.0031240508,-0.005827006,-0.0053295195,-0.004825308,-0.005983742,-0.008318625,0.014134397,-0.010709398,0.9943262,0.9987423,1.0039041,1.0011011,0.992538,0.9940433,0.9970107,0.99208,0.99654114,1.0000894,0.99537694,0.9974259,0.9931351
0.0,0.0037388727,-0.0056438576,0.0026277304,0.0063571185,-0.005018875,0.0024120435,-0.004546486,-0.0058425963,-0.004359212,-0.0064423177,-0.005677305,0.01220493,-0.00883273,0.99575055,0.9998387,1.004824,1.00064,0.9920048,0.9934318,0.9976921,0.99314404,0.9950529,1.0006028,0.9959015,0.99802566,0.9937466
0.0,-0.0028416067,0.009524303,-0.0018455535,0.0025758073,0.0064444095,0.0064063556,-0.0009461194,0.0016200319,0.0042483713,-0.0066963136,-0.001757361,0.007410528,-0.0069245137,0.9972659,0.99893683,0.99947685,0.99812526,0.991358,0.9947693,0.9987332,0.99816966,0.99155366,0.99992204,0.9983176,0.9950179,0.9931377
0.0,0.011187308,-0.023730824,0.005311772,0.011422344,-0.017968297,0.0041714236,-0.011699636,-0.013848685,-0.015271542,-0.0060647056,-0.017206132,0.023712816,-0.015592278,0.99047554,0.9942116,1.0079374,1.0064807,0.9950676,0.99316967,0.9938668,0.9876511,1.0009723,1.0014824,0.99548113,0.9995503,0.99432135
0.0,0.00046643615,0.0016897935,-0.0010242313,0.0029992834,0.0016002357,0.005110666,-0.003574334,-0.0013824925,-0.0005931277,-0.0058889138,-0.0062398314,0.011997631,-0.011934815,0.995816,0.997986,1.0003624,0.9995796,0.9921927,0.9954402,0.99785703,0.9942538,0.9949605,0.9994467,0.99608314,0.9959342,0.9931244
0.0,0.009559199,-0.021131443,0.005816914,0.010640889,-0.016351819,0.0026061833,-0.00956169,-0.012958519,-0.013458816,-0.0058904085,-0.013768934,0.021033034,-0.014529584,0.9923783,0.9959523,1.0077102,1.004998,0.9942297,0.99316067,0.9950071,0.9885059,0.99965066,1.0013607,0.9949709,0.9999517,0.99465287
0.0,0.0005419478,0.0019529201,-0.00092183053,0.0031701997,0.0016420484,0.0050473213,-0.0033782609,-0.0014393032,-0.00032884255,-0.006075167,-0.0055841133,0.011294073,-0.0105995145,0.9959073,0.9984932,1.00081,0.99946517,0.992042,0.9950052,0.99794984,0.99463886,0.9945145,0.9996049,0.99633825,0.99603283,0.99295944
0.0,0.0105373785,-0.029206065,0.018903174,0.035195597,-0.032420047,0.02687734,-0.018063046,-0.024333365,-0.024547096,-0.01560665,-0.02736441,0.03657859,-0.024949709,0.9907208,0.9698148,1.0067545,1.0171537,1.0013533,0.99564075,0.98967797,0.99453056,1.0010834,1.0098151,1.0105419,0.99913794,1.0036994
0.0,0.008405276,-0.017681854,0.004211046,0.008823574,-0.013173953,0.002772577,-0.008938843,-0.010879733,-0.011487827,-0.005655282,-0.013185065,0.01988487,-0.014606919,0.9926462,0.9965059,1.0064702,1.0041114,0.99389905,0.9937399,0.9954069,0.98888844,0.9993652,1.000755,0.99473727,0.9991719,0.9941137
0.0,0.0069231987,-0.022860983,0.015194483,0.029156558,-0.024738595,0.028197885,-0.017586062,-0.018806793,-0.02071844,-0.011876586,-0.032058764,0.037700128,-0.033651635,0.99130267,0.9702374,1.0041867,1.0172223,1.0015615,0.99957186,0.9889376,0.99187815,1.0018092,1.0064285,1.0089875,0.99761045,1.0025114
0.0,0.007845454,-0.015366888,0.0040926337,0.008403391,-0.011793233,0.0017334819,-0.007824918,-0.010075457,-0.009884487,-0.006117667,-0.010573506,0.017279122,-0.011386695,0.9933095,0.99822146,1.0069476,1.0030442,0.9931918,0.9929981,0.9960996,0.98999286,0.9980952,1.0009518,0.9949097,0.9992179,0.9939151
0.0,0.0014717132,-0.00035060756,0.0006304607,0.0045710728,-0.0007060766,0.0036522374,-0.003559772,-0.0029100478,-0.0013322756,-0.0063764118,-0.0048846453,0.010961104,-0.008958344,0.99601656,0.9993106,1.002632,0.9997307,0.99186176,0.994289,0.9980065,0.9945095,0.9943111,1.000185,0.9964212,0.9967574,0.99358577
0.0,-0.0017392561,0.00683886,-0.002223894,0.0020058602,0.0052334964,0.006363645,-0.0021034926,0.0009088218,0.0023295898,-0.0061449083,-0.0043172315,0.009927,-0.0104933,0.9965282,0.99795043,0.9988389,0.9986398,0.9918569,0.99555033,0.998296,0.9962464,0.9934157,0.9993907,0.99705946,0.99510854,0.9929099
0.0,0.004408695,-0.0070783217,0.0027515069,0.0066002235,-0.006008595,0.0019369349,-0.0050832815,-0.006373003,-0.0049912296,-0.0064558117,-0.0062690973,0.012765057,-0.008616817,0.9952172,0.99976075,1.0053422,1.0009325,0.99213046,0.993267,0.9974442,0.99275535,0.9955105,1.0007573,0.9957656,0.99816704,0.99390185
0.0,-0.000607945,0.00490121,-0.0007773116,0.003397122,0.0031510666,0.005449243,-0.0021128282,-0.0006469637,0.0014270712,-0.0065783113,-0.003220126,0.008997741,-0.00795465,0.9967895,0.99940157,1.0009453,0.9988431,0.9915842,0.99439836,0.9984851,0.99632806,0.99281603,0.9999095,0.9973248,0.99594504,0.992861
0.0,-0.00010295212,0.0031703059,-0.0010411739,0.0030226111,0.0024178028,0.005211316,-0.002985336,-0.00089932233,0.00033723563,-0.006132303,-0.005099356,0.010879973,-0.010603506,0.9961722,0.9983826,1.000386,0.9992343,0.99196887,0.99518347,0.9981083,0.9950671,0.99418163,0.9995945,0.9965232,0.9958442,0.9931292
0.0,0.011953071,-0.026606964,0.006819725,0.013575479,-0.02083379,0.005111873,-0.012604751,-0.015690364,-0.017124116,-0.0064531425,-0.01858887,0.02550985,-0.016396474,0.99008846,0.9925627,1.0086094,1.0077119,0.9956525,0.9929938,0.9931995,0.9875119,1.0013702,1.0021768,0.9962589,0.99993753,0.9950554
0.0,0.007095851,-0.017281795,0.00114654,0.008323111,-0.011184379,0.011176825,-0.013372591,-0.008902185,-0.013206681,-0.0037833517,-0.025582727,0.029578507,-0.02972851,0.9897458,0.9879095,1.001452,1.0086415,0.99707925,0.9988566,0.9922804,0.9864021,1.003697,0.99919134,0.9964056,0.9962971,0.9949449
0.0,-0.002876468,0.009173686,-0.0016803145,0.002529353,0.0061424226,0.0067824423,-0.00079086795,0.0012969449,0.0036232546,-0.006546812,-0.0021018237,0.008077354,-0.008766223,0.9976476,0.9986347,0.99893636,0.99814427,0.99146765,0.9951825,0.99884975,0.9976964,0.99185133,0.9997214,0.99792504,0.9951271,0.99303794
0.0,0.009312876,-0.020064885,0.004989609,0.009896666,-0.015192315,0.0027395263,-0.009648073,-0.012158446,-0.012813658,-0.005803154,-0.014073983,0.020936448,-0.014589713,0.99216545,0.9959956,1.0072527,1.0047996,0.99416476,0.9934054,0.9949683,0.9885187,0.9997927,1.0011348,0.9949129,0.99952024,0.9943723
0.0,0.010267459,-0.028530138,0.011640139,0.022227518,-0.025578968,0.016394097,-0.015865238,-0.018798403,-0.020741722,-0.008564974,-0.026720911,0.033647355,-0.02628078,0.98994696,0.9805966,1.0068089,1.0134015,0.9990833,0.99608576,0.9903842,0.9890118,1.0023868,1.0044987,1.002424,0.99911374,0.99919313
0.0,0.006018661,-0.015624182,0.0006413609,0.007354364,-0.009656772,0.011161886,-0.012634955,-0.00800249,-0.012327442,-0.0033365767,-0.025094543,0.029134866,-0.031047266,0.99041337,0.9881382,1.0004659,1.0082098,0.9970134,0.9994491,0.99262553,0.98642266,1.0035388,0.99871963,0.99604654,0.9961684,0.994848
0.0,-0.0020675138,0.0077502914,-0.0015642792,0.002695851,0.005227126,0.0062457696,-0.0013196394,0.00077111274,0.0029785503,-0.0065526236,-0.0025507435,0.00841829,-0.008364433,0.9971583,0.9988489,0.9996012,0.9983818,0.99154705,0.9949331,0.9986995,0.9972224,0.99225205,0.9997941,0.9976957,0.99534315,0.99304247
0.0,0.008860424,-0.01863139,0.0047567487,0.009402394,-0.014160499,0.0022912025,-0.009015152,-0.011532575,-0.011908528,-0.0058886623,-0.012852222,0.019715376,-0.013558801,0.99258304,0.9967925,1.0071855,1.0041925,0.9938264,0.99325925,0.9953723,0.98895574,0.99924517,1.001065,0.9948375,0.99947685,0.9942349
0.0,0.011852063,-0.031898677,0.012758389,0.022421136,-0.028321952,0.012454651,-0.014837464,-0.020720929,-0.021835586,-0.008698644,-0.02301531,0.031501092,-0.021484202,0.9902002,0.9837003,1.0087825,1.0121843,0.9982709,0.9937583,0.9911771,0.98905027,1.0017219,1.004993,1.0010719,1.0006374,0.9987644
0.0,0.009067707,-0.018940723,0.0049994662,0.009629391,-0.01451347,0.0021471754,-0.008971961,-0.01181145,-0.012090066,-0.005990034,-0.012564424,0.01950054,-0.013054606,0.99263066,0.99703115,1.0074946,1.0041889,0.9937827,0.9930022,0.99542546,0.98899806,0.9990905,1.0011488,0.99486107,0.9996549,0.99418056
0.0,0.011723511,-0.029190464,0.009371959,0.016388573,-0.023970753,0.006295789,-0.012725068,-0.017788477,-0.018807432,-0.0068295244,-0.019207507,0.02721525,-0.018151697,0.9906826,0.9903114,1.0089499,1.0088953,0.99629104,0.9931117,0.99272543,0.98782986,1.001426,1.0031102,0.9972934,1.0006813,0.99655354
0.0,0.0017085299,-0.0009849481,-0.0009880885,0.0031136423,4.4859946e-05,0.004928373,-0.0046259984,-0.002355449,-0.0021518748,-0.005600393,-0.007967122,0.013580019,-0.013164322,0.9950575,0.9976395,1.0007654,1.0002146,0.9925334,0.9954929,0.9974004,0.9930503,0.99608314,0.999323,0.99552584,0.9961711,0.99295
0.0,0.008216105,-0.023257317,0.006930776,0.016307876,-0.0189498,0.015634362,-0.015398379,-0.014147311,-0.017376373,-0.006100015,-0.02862953,0.03349179,-0.030718302,0.9897609,0.98241603,1.0040574,1.0123678,0.9986685,0.9984029,0.9904627,0.9874412,1.0035379,1.0020312,1.0003736,0.99742734,0.99773586
0.0,0.0071443543,-0.014420142,0.00051403046,0.005963534,-0.009056322,0.005442247,-0.010246392,-0.0077316463,-0.010120977,-0.0045930967,-0.01748975,0.022704171,-0.020032635,0.9910838,0.9938755,1.0030111,1.0046211,0.9947368,0.99616086,0.9945748,0.9880748,1.0012804,0.9995205,0.9945717,0.99706817,0.993755
0.0,-0.0017179251,0.0063666105,-0.0006187707,0.0033814758,0.0038789436,0.0054086074,-0.0014787875,4.146248e-05,0.0021777023,-0.0065731145,-0.0025769398,0.008794123,-0.00891892,0.9973184,0.9988545,1.000155,0.9985518,0.9915499,0.9950506,0.9987719,0.99677753,0.9925102,0.9999498,0.99744105,0.99566525,0.9937094
0.0,0.003422752,-0.005151486,0.0012122989,0.0051133335,-0.003759265,0.0033475533,-0.0051409155,-0.0048850477,-0.0042275945,-0.005884651,-0.007615708,0.013728117,-0.011507655,0.9951198,0.9985857,1.003292,1.0008181,0.9924049,0.99445873,0.99728304,0.99246484,0.996121,1.0000253,0.9954666,0.9973146,0.9934528
0.0,-0.003835395,0.011187562,-0.0029940084,0.0013989285,0.008159392,0.0074558593,-0.0007797964,0.0027906075,0.004805591,-0.00633101,-0.0026643649,0.008298211,-0.009544337,0.997259,0.9976533,0.9974752,0.99791896,0.9915905,0.99576706,0.9986317,0.9980458,0.9920359,0.99941295,0.9980157,0.9943992,0.99299836
0.0,0.016802669,-0.03158328,0.011437081,0.01854124,-0.029297583,-0.0049008653,-0.010209959,-0.022043139,-0.018624458,-0.011100237,-0.0059757307,0.015083589,0.006580893,0.9902759,1.0031064,1.0184973,1.0061016,0.99335563,0.98349583,0.9951454,0.9915267,0.9962238,1.0064527,0.9974966,1.0046105,0.9948625
0.0,-0.0021606535,0.008068655,-0.0024753585,0.0019393191,0.0060361847,0.006367188,-0.0018139742,0.0014771372,0.0033024978,-0.0063311746,-0.0035374388,0.008990848,-0.008875927,0.9964988,0.99821717,0.998966,0.9984324,0.99170303,0.99524313,0.99834627,0.997019,0.99280834,0.9995807,0.9975485,0.9949183,0.9929617
0.0,0.007891983,-0.01884435,0.0033704638,0.008833028,-0.013217151,0.0061250255,-0.010825088,-0.010646358,-0.012867054,-0.004577026,-0.018748637,0.024756148,-0.022152083,0.9915975,0.9924853,1.0042294,1.0061669,0.9953643,0.9961267,0.99399954,0.98740304,1.001592,1.0000758,0.9950794,0.99818563,0.99464834
0.0,0.0015430003,-0.00045665354,-0.00045772642,0.0035696402,-2.771616e-06,0.004654795,-0.0040945895,-0.0024903044,-0.0017438726,-0.0059019895,-0.006668292,0.0124437865,-0.011557154,0.9955381,0.9983417,1.001354,0.9999547,0.99225336,0.99501365,0.99768615,0.99367285,0.99530214,0.99958783,0.99587554,0.9963847,0.99299943
0.0,0.000554055,0.0017944202,-0.0013061017,0.0028194785,0.0018212646,0.005183995,-0.0036868863,-0.0012394041,-0.0004566759,-0.0058805645,-0.006357357,0.011944174,-0.011551649,0.99561924,0.998026,1.0003772,0.99957436,0.9921884,0.9953321,0.99776286,0.9943036,0.994987,0.9994386,0.9961315,0.99584585,0.9929518
0.0,0.009952135,-0.022578983,0.0054503083,0.011038929,-0.017043382,0.0043769404,-0.011001203,-0.013263226,-0.01461355,-0.005602738,-0.016972095,0.023768112,-0.017538173,0.99134976,0.9938021,1.007032,1.0062585,0.99504584,0.9940207,0.9940811,0.98770213,1.0009115,1.0012065,0.9953178,0.99946886,0.99476784
0.0,0.010653816,-0.022363314,0.010129504,0.013971232,-0.020274632,-0.0017140284,-0.007048007,-0.015881047,-0.013859538,-0.00788558,-0.0060158446,0.014966714,-0.0045324117,0.99451745,1.0007969,1.0123188,1.0037483,0.9926298,0.9888358,0.9964343,0.99106634,0.9961267,1.0033667,0.99582475,1.0026097,0.995522
0.0,0.004184343,-0.005499879,0.0009980798,0.0052286536,-0.004012421,0.0029321015,-0.0054079443,-0.005086936,-0.004148485,-0.0062610228,-0.0072366223,0.013010528,-0.009022669,0.9945276,0.99939406,1.0042632,1.0007993,0.99230355,0.99360335,0.99723744,0.99271804,0.9958694,1.0002732,0.9957064,0.99745816,0.9930567
0.0,0.0028397813,-0.00463205,0.0053217635,0.008429155,-0.0062152594,0.0014227331,-0.0027957186,-0.006663248,-0.004012158,-0.00713796,-0.0020194277,0.009549347,-0.006318189,0.99777466,1.0012554,1.0061841,1.0002472,0.9912669,0.9923367,0.99848604,0.9947839,0.99294055,1.0015069,0.99684954,0.998884,0.9950689
0.0,0.0049668327,-0.008647317,0.0025351644,0.006387882,-0.006610997,0.0027433187,-0.005846236,-0.0068676844,-0.0062721632,-0.0059931157,-0.0082127005,0.014556669,-0.011286749,0.9948707,0.9988782,1.0047523,1.001495,0.99255097,0.99378175,0.9970314,0.9916229,0.99654126,1.0002916,0.9952354,0.9981756,0.9934192
0.0,0.008662373,-0.017590107,0.0038073808,0.008602276,-0.012973063,0.0027502626,-0.009128025,-0.010729574,-0.011379239,-0.005732476,-0.013284579,0.019773256,-0.013979717,0.9923005,0.9966966,1.0065867,1.0040802,0.9938858,0.9935696,0.99535817,0.9889004,0.9994032,1.0007564,0.99474764,0.99905455,0.993878
0.0,0.011412449,-0.026102265,0.009135947,0.014031604,-0.021784306,0.00091420114,-0.009671098,-0.016557992,-0.016112167,-0.0069955317,-0.012173254,0.020791091,-0.011025576,0.9924762,0.9964462,1.0105929,1.0056726,0.9941906,0.9909878,0.9948349,0.98894346,0.99912673,1.0029199,0.9955626,1.0017173,0.9956964
0.0,0.010445312,-0.020887213,0.0043761358,0.009871431,-0.015586793,0.0028370619,-0.010486379,-0.0123949945,-0.013299901,-0.0060931835,-0.014818378,0.021143327,-0.013174895,0.9911287,0.9962439,1.007839,1.0050781,0.99427676,0.9927942,0.9946487,0.9883227,1.0000689,1.0012215,0.9950254,0.9993981,0.9937462
0.0,3.4429133e-05,0.002945695,-0.0010392219,0.0030398667,0.0022779629,0.005207211,-0.0030460581,-0.0010088384,0.00021201186,-0.006122743,-0.0051693544,0.010939136,-0.01056584,0.9961218,0.9984274,1.0004721,0.99927497,0.9919836,0.99513173,0.9980853,0.99499375,0.9942286,0.9995976,0.99649036,0.99588543,0.9930686
0.0,0.006802231,-0.01219183,0.0019227937,0.0064599663,-0.008546233,0.0027335137,-0.007769745,-0.007859416,-0.008123947,-0.005767665,-0.011237394,0.01715574,-0.012335474,0.9929479,0.9978303,1.0052305,1.0025716,0.99322003,0.993842,0.99608237,0.990204,0.99831665,1.000313,0.9948318,0.9981062,0.9933187
0.0,0.01546485,-0.03310564,0.013562381,0.019420609,-0.030126043,-0.002448544,-0.00991424,-0.022407122,-0.02024771,-0.0097354315,-0.007784672,0.01819992,-0.0010404959,0.9919253,0.9992548,1.0160565,1.0065194,0.9938688,0.9855685,0.9948362,0.99050796,0.9973053,1.0056953,0.9969706,1.0047618,0.99616766
0.0,0.0009835511,-0.0002653133,0.002652526,0.006089531,-0.001973018,0.0029726177,-0.0024076551,-0.003776446,-0.0014791545,-0.006769089,-0.002668403,0.009647372,-0.008100385,0.99746317,1.0000722,1.0035162,0.9995348,0.9914702,0.99384636,0.9986181,0.9952845,0.99312073,1.0007387,0.99683857,0.99742424,0.9945781
0.0,-0.0008196905,0.00412941,-1.6644597e-05,0.0038113669,0.0023405924,0.0050468594,-0.0020442046,-0.0010632798,0.00084903836,-0.006374469,-0.0033892542,0.009643174,-0.009638875,0.99725795,0.9989489,1.0007828,0.9989336,0.9916103,0.9949642,0.9985427,0.995914,0.9930964,0.9999311,0.9970282,0.9960596,0.9935563
0.0,0.0009489432,9.7623095e-05,0.0003395602,0.004116364,-0.00018678606,0.004219942,-0.0034855045,-0.0025317073,-0.001434709,-0.0060743,-0.0055944547,0.011836117,-0.011416685,0.9962047,0.9984691,1.0014802,0.99974763,0.99207866,0.9951009,0.99802554,0.9941235,0.9947687,0.9998231,0.99606925,0.9965264,0.99370366
0.0,0.007941462,-0.015579043,0.0014915392,0.006772369,-0.010352828,0.004364729,-0.0099436045,-0.008759141,-0.010510927,-0.0050933277,-0.015929583,0.02143792,-0.017147027,0.99134064,0.9951442,1.0044641,1.0043291,0.99436116,0.9950022,0.9948294,0.9883838,1.0005985,0.99996364,0.99460626,0.9977415,0.99352527
0.0,0.010798812,-0.022271713,0.0062228665,0.011292033,-0.017562725,0.0015502647,-0.009756338,-0.01386112,-0.013913475,-0.0065604746,-0.01271699,0.019887663,-0.010949891,0.991966,0.9973097,1.009303,1.0048738,0.993909,0.99172676,0.99504215,0.9888038,0.9991439,1.0018672,0.9951668,1.0004191,0.9941864
0.0,0.0011498705,0.0004583355,-0.0003375113,0.0036850572,0.0004182905,0.0044888705,-0.0037050694,-0.0021949336,-0.0011063637,-0.0061005494,-0.0058104396,0.011645985,-0.010546522,0.995778,0.99863315,1.0014855,0.99970925,0.9920758,0.9948466,0.99787575,0.994233,0.9947738,0.9997481,0.99617463,0.99634683,0.9931786
